INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
ASU,40,17-Aug-15,Assistant Professor,62249,Sustainable Development,Assistant Professor
ASU,39,1-Jul-11,Associate Professor,92421,Economics,Associate Professor
ASU,71,17-Jan-95,Professor,74997,History,Professor
ASU,45,17-Aug-20,Assistant Professor,58900,"Languages, Literatures & Cultures",Assistant Professor
ASU,57,15-Aug-96,Associate Professor,73498,English,Associate Professor
ASU,55,1-Jul-17,Professor,170500,Computer Information Systems,Prof/Dir of MS in Applied DA
ASU,52,21-May-03,Professor,86105,Leadership & Edu Studies,Professor
ASU,67,15-Aug-95,Professor,82029,School Of Music,Professor
ASU,54,21-Aug-07,Professor,82620,Recreation Mgmt and Phys Ed (RMPE),Prof/RM Program Director
ASU,42,24-Aug-10,Professor,78278,Psychology,Professor
ASU,68,17-Aug-92,Professor,87500,Recreation Mgmt and Phys Ed (RMPE),Professor
ASU,57,20-Aug-13,Professor,110753,Computer Science,Professor
ASU,34,21-Aug-18,Assistant Professor,48000,English,Visiting Assistant Professor
ASU,63,19-Aug-14,Associate Professor,68305,Human Dev & Psych Counsel,Associate Professor
ASU,52,1-Jul-03,Professor,139186,"Finance, Banking & Insurance",Professor
ASU,40,23-Aug-11,Associate Professor,76353,Human Dev & Psych Counsel,Associate Professor
ASU,55,22-Aug-17,Assistant Professor,142000,Accounting,Assistant Professor
ASU,47,19-Aug-19,Assistant Professor,120000,Computer Information Systems,Assistant Professor
ASU,63,22-Aug-06,Professor,69767,School Of Music,Professor
ASU,36,17-Aug-20,Assistant Professor,61000,Physics & Astronomy,Visiting Assistant Professor
ASU,36,19-Aug-19,Assistant Professor,57500,Communication,Assistant Professor
ASU,48,17-Aug-15,Assistant Professor,59100,Interdisciplinary Studies,Assistant Professor
ASU,38,14-Jul-08,Assistant Professor,66000,Health and Exercise Science (HES),Assistant Professor
ASU,55,20-Aug-13,Assistant Professor,61762,Anthropology,Professor
ASU,69,15-Aug-94,Professor,141171,Accounting,Professor
ASU,66,15-Aug-89,Professor,78373,"Languages, Literatures & Cultures",Professor
ASU,41,17-Aug-20,Assistant Professor,130000,Management,Assoc Prof/Assistant Chair
ASU,38,21-Aug-12,Associate Professor,67109,Government & Justice Studies,Associate Professor
ASU,45,17-Aug-20,Assistant Professor,112000,Computer Information Systems,Lecturer
ASU,68,15-Aug-90,Professor,88511,Anthropology,Professor
ASU,55,17-Aug-15,Assistant Professor,65813,Biology,Assistant Professor
ASU,64,15-Aug-91,Professor,83332,English,Professor
ASU,40,22-Aug-17,Assistant Professor,61500,Anthropology,Assistant Professor
ASU,52,23-Aug-05,Associate Professor,66101,History,Associate Professor
ASU,45,24-Aug-04,Professor,77667,Art,Associate Prof/Assistant Chair
ASU,47,24-Aug-10,Associate Professor,75000,Communication Sciences & Disorders,Associate Professor
ASU,50,27-Aug-02,Professor,86745,Mathematical Sciences,Professor/Asst Chair
ASU,44,1-Jul-03,Professor,75988,Mathematical Sciences,Professor
ASU,54,19-Aug-14,Associate Professor,110597,Management,Associate Professor
ASU,63,1-Jul-16,Professor,137592,College of Fine and Applied Arts,Professor
ASU,67,15-Aug-95,Professor,92991,Government & Justice Studies,Professor
ASU,59,23-Aug-05,Associate Professor,63676,School Of Music,Associate Professor
ASU,64,24-Aug-04,Professor,87200,Reading Education & Specl Education,Professor
ASU,38,16-Aug-16,Associate Professor,72468,Leadership & Edu Studies,Assoc Prof/HE Grd Prg Director
ASU,62,17-Aug-92,Professor,88412,Reading Education & Specl Education,Professor
ASU,67,15-Aug-84,Professor,96477,Mathematical Sciences,Professor
ASU,58,23-Aug-05,Professor,136488,"Res Inst Energy, Environ & Economic",Professor
ASU,63,15-Aug-01,Professor,103969,History,Prof/Dir Gen Education
ASU,54,13-Apr-15,Professor,125500,Geography & Planning,Professor
ASU,43,23-Aug-05,Professor,70162,Philosophy & Religion,Professor
ASU,38,17-Aug-15,Assistant Professor,73000,Communication Sciences & Disorders,Assistant Professor
ASU,41,19-Aug-14,Associate Professor,64147,Sociology,Associate Professor
ASU,59,23-Aug-11,Associate Professor,107920,Nutrition & Health Care Mgt.,Associate Prof/Program Dir MHA
ASU,41,20-Aug-13,Associate Professor,25004.2,Department of Nursing,Associate Professor
ASU,51,25-Aug-09,Associate Professor,67895,Anthropology,Associate Professor
ASU,52,21-Aug-07,Professor,68630,Center for Appalachian Studies,Professor
ASU,70,15-Aug-94,Professor,92333,Family and Child Studies,Professor
ASU,56,17-Aug-15,Assistant Professor,61210,Art,Assistant Professor
ASU,62,15-Aug-88,Professor,83456,Theatre & Dance,Professor
ASU,50,15-Aug-00,Associate Professor,64806,School Of Music,Associate Professor
ASU,53,16-Aug-16,Associate Professor,117197,Marketing & Supply Chain Mgmt (SCM),Assistant Professor
ASU,41,21-Aug-12,Associate Professor,75028,Geological & Environmental Sciences,Associate Professor
ASU,65,18-Jun-07,Assistant Professor,62100,Leadership & Edu Studies,Assistant Professor
ASU,80,1-Sep-72,Professor,44146,English,Professor Emeritus
ASU,47,23-Aug-11,Associate Professor,119637,Management,Associate Professor
ASU,60,24-Aug-10,Associate Professor,82609,English,Assoc Prof/InterimAssist Chair
ASU,44,21-Aug-07,Professor (Primary) and Department Chair/Head,98200,Sociology,Professor/Chairperson
ASU,32,22-Aug-17,Assistant Professor,65000,Sustainable Technlgy & Built Envirn,Assistant Professor
ASU,44,23-Aug-05,Professor,88639,Geological & Environmental Sciences,Prof/Director of ES Program
ASU,32,17-Aug-20,Assistant Professor,55500,Art,Professor
ASU,40,16-Aug-16,Assistant Professor,57000,School Of Music,Visiting Assistant Professor
ASU,72,17-Aug-87,Professor,87161,Mathematical Sciences,Professor
ASU,68,15-Aug-94,Professor,96389,Communication Sciences & Disorders,Prof/CSD UG Prog Director
ASU,36,20-Aug-13,Associate Professor,68997,Communication,Assistant Professor
ASU,66,25-Aug-09,Professor,109102,Government & Justice Studies,Professor
ASU,37,21-Aug-18,Assistant Professor,59500,Government & Justice Studies,Visiting Assistant Professor
ASU,57,15-Aug-01,Professor,76889,Art,Professor
ASU,57,15-Aug-94,Professor,98651,Psychology,Professor
ASU,49,16-Aug-16,Assistant Professor,62100,Leadership & Edu Studies,Assistant Professor
ASU,70,15-Aug-88,Associate Professor,70000,Theatre & Dance,Associate Professor
ASU,34,17-Aug-20,Assistant Professor,64000,Leadership & Edu Studies,Assistant Professor
ASU,66,19-Aug-14,Associate Professor,68500,Social Work,Associate Professor
ASU,63,17-Sep-12,Professor,90489,Interdisciplinary Studies,Lect/Dir Watauga Global Comm
ASU,48,17-Aug-15,Assistant Professor,56912,Philosophy & Religion,Assistant Professor
ASU,34,21-Aug-18,Assistant Professor,60000,English,Assistant Professor
ASU,67,15-Aug-91,Professor,98281,School Of Music,Prof/Coord Music Grad Studies
ASU,40,21-Aug-12,Professor,81263,Government & Justice Studies,Professor
ASU,36,17-Aug-20,Assistant Professor,61000,Government & Justice Studies,Assistant Professor
ASU,62,17-Aug-87,Professor,86491,Theatre & Dance,Professor
ASU,49,15-Aug-00,Professor,110420,Mathematical Sciences,Professor/Chair
ASU,46,28-May-19,Assistant Professor,78000,Department of Nursing,Assistant Professor
ASU,53,1-Jul-03,Professor,198017,"Finance, Banking & Insurance",Prof/BRIC Managing Dir
ASU,33,19-Aug-19,Assistant Professor,68000,Health and Exercise Science (HES),Assistant Professor
ASU,42,26-Aug-08,Professor,79000,Geological & Environmental Sciences,Associate Professor
ASU,41,16-Aug-16,Assistant Professor,61500,Interdisciplinary Studies,Assistant Professor
ASU,40,19-Aug-14,Associate Professor,75018,Geography & Planning,Assoc Prof/Grad Prog Director
ASU,64,23-Aug-11,Professor,117559,Theatre & Dance,Professor/JB Dist. Prof of Thr
ASU,81,1-Sep-74,Professor,59711,Accounting,Professor
ASU,52,24-Aug-04,Associate Professor,64405,Theatre & Dance,Associate Professor
ASU,50,24-Aug-04,Professor,74701,Theatre & Dance,Professor
ASU,53,15-Aug-94,Professor,87467,Psychology,Distinguished Professor
ASU,39,23-Aug-11,Associate Professor,69471,Psychology,Associate Professor
ASU,48,1-Jul-03,Professor,82961,Mathematical Sciences,Prof/Assistant Chair
ASU,79,15-Aug-83,Professor,39331,Leadership & Edu Studies,Professor
ASU,66,15-Aug-88,Professor,125500,Geography & Planning,Professor
ASU,68,17-Aug-14,Associate Professor,83000,Nutrition & Health Care Mgt.,Associate Professor
ASU,49,1-Jul-03,Professor,91500,Health and Exercise Science (HES),Professor
ASU,37,17-Aug-15,Associate Professor,59165,School Of Music,Associate Professor
ASU,54,1-Jul-03,Professor,90737,Sociology,Prof/Dir CPR & FYS
ASU,58,24-Aug-10,Assistant Professor,57131,Biology,Visiting Assistant Professor
ASU,48,24-Aug-10,Associate Professor,71050,Curriculum & Instruction,Associate Professor
ASU,52,19-Aug-14,Associate Professor,65622,Communication,Associate Professor
ASU,50,19-Aug-14,Professor,99780,Communication Sciences & Disorders,Professor/CSD Grad Prog Dir
ASU,42,21-Aug-07,Professor (Primary) and Department Chair/Head,131848,Economics,Professor/Chairperson
ASU,40,8-Jan-07,Associate Professor,76406,Physics & Astronomy,Associate Prof/Grad Prgm Dir
ASU,39,10-Oct-11,Associate Professor,70208,Curriculum & Instruction,Associate Professor
ASU,69,17-Jan-95,Professor,87924,School Of Music,Prof/Music Therapy GP Director
ASU,59,24-Aug-04,Professor (Primary) and Department Chair/Head,174991,"Finance, Banking & Insurance",Professor/Chairperson
ASU,61,15-Aug-94,Associate Professor,104967,Computer Science,Associate Professor
ASU,62,25-Aug-09,Professor,150000,Accounting,Professor
ASU,37,19-Aug-14,Assistant Professor,55000,English,Assistant Professor
ASU,63,1-Jul-14,Professor (Primary) and Department Chair/Head,95983,Art,Professor
ASU,52,22-Aug-17,Professor,180000,"Finance, Banking & Insurance",Professor
ASU,53,1-Jul-04,Associate Professor,80888,Applied Design,Associate Professor
ASU,35,20-May-10,Assistant Professor,66500,Health and Exercise Science (HES),Assistant Professor
ASU,55,16-Aug-99,Professor,126000,Psychology,Prof/Aeschleman Dist Prof
ASU,66,15-Aug-88,Professor,79846,Art,Professor
ASU,66,17-Aug-92,Professor,90806,Human Dev & Psych Counsel,Professor
ASU,72,23-Aug-05,Professor,87881,Theatre & Dance,Professor
ASU,58,22-Aug-06,Professor,76037,School Of Music,Professor
ASU,51,19-Aug-19,Professor (Primary) and Department Chair/Head,115800,Human Dev & Psych Counsel,Professor/Dept Chair
ASU,36,21-Aug-18,Assistant Professor,64000,Curriculum & Instruction,Assistant Professor
ASU,60,16-Aug-99,Professor,92907,Anthropology,Professor
ASU,77,23-Aug-05,Assistant Professor,60000,Government & Justice Studies,Assistant Professor
ASU,52,1-Jan-04,Associate Professor,76500,Recreation Mgmt and Phys Ed (RMPE),Associate Professor
ASU,44,23-Aug-11,Associate Professor,79040,Leadership & Edu Studies,Assoc Prof/GPD Lib Science
ASU,34,28-Jan-16,Assistant Professor,87500,Computer Science,Assistant Professor
ASU,42,22-Aug-17,Assistant Professor,87500,Computer Science,Assistant Professor
ASU,48,15-Aug-00,Professor,89500,Recreation Mgmt and Phys Ed (RMPE),Professor
ASU,50,12-Jan-04,Professor,101369,Economics,Professor
ASU,44,21-Aug-18,Assistant Professor,64000,Leadership & Edu Studies,Assistant Professor
ASU,33,17-Aug-20,Assistant Professor,60000,Communication,Assistant Professor
ASU,69,17-Aug-87,Professor,102458,Communication,Prof/Assistant Chair
ASU,57,17-Aug-20,Assistant Professor,63000,English,Assistant Professor
ASU,35,22-Aug-17,Assistant Professor,59000,Government & Justice Studies,Assistant Professor
ASU,48,26-Aug-08,Professor,106371,Economics,Professor/Dir of CERPA
ASU,32,21-Aug-18,Assistant Professor,62500,Mathematical Sciences,Assistant Professor
ASU,59,15-Aug-97,Professor,80195,"Languages, Literatures & Cultures",Professor
ASU,56,23-Aug-05,Professor,74552,Biology,Professor
ASU,64,25-Aug-09,Professor,72332,Communication,Professor
ASU,30,17-Aug-20,Assistant Professor,41000,English,Lecturer
ASU,63,17-Aug-98,Professor,82888,Sociology,Professor
ASU,28,1-Mar-15,Assistant Professor,39500,English,Visiting Assistant Professor
ASU,65,17-Aug-98,Professor (Primary) and Department Chair/Head,120739,Biology,Professor/Chairperson
ASU,39,16-Aug-02,Assistant Professor,66000,Recreation Mgmt and Phys Ed (RMPE),Assistant Professor
ASU,43,16-Aug-16,Assistant Professor,120000,Marketing & Supply Chain Mgmt (SCM),Assistant Professor
ASU,58,1-Aug-02,Professor,80145,Sociology,Prof/Grad Program Director
ASU,35,20-Aug-13,Associate Professor,73000,Health and Exercise Science (HES),Assistant Professor
ASU,52,21-Aug-07,Professor,77124,Leadership & Edu Studies,Professor
ASU,68,17-Aug-87,Professor,91969,Biology,Professor
ASU,47,24-Aug-04,Professor,77344,Government & Justice Studies,Professor
ASU,70,15-Aug-90,Professor,128600,Biology,Prof/Dir Human Performance Lab
ASU,37,21-Aug-18,Assistant Professor,117000,Marketing & Supply Chain Mgmt (SCM),Assistant Professor
ASU,59,15-Aug-95,Professor,117210,Computer Science,Professor
ASU,35,17-Aug-20,Assistant Professor,125000,Marketing & Supply Chain Mgmt (SCM),Professor
ASU,55,19-Aug-14,Professor (Primary) and Department Chair/Head,116626,Interdisciplinary Studies,Professor/Department Chair
ASU,35,21-Aug-18,Assistant Professor,70000,Nutrition & Health Care Mgt.,Professor
ASU,51,21-Aug-07,Professor,71884,Art,Professor
ASU,69,16-Aug-99,Professor,79136,English,Professor
ASU,48,24-Aug-10,Associate Professor,79869,Leadership & Edu Studies,Assoc Prof/Program Dir ITC
ASU,49,21-Aug-18,Assistant Professor,70000,Chemistry & Fermentation Sciences,Lecturer
ASU,40,21-Aug-18,Assistant Professor,67000,Sustainable Technlgy & Built Envirn,Assistant Professor
ASU,31,17-Aug-20,Assistant Professor,84000,Mathematical Sciences,Professor
ASU,68,25-Aug-09,Associate Professor,70172,Applied Design,Associate Professor
ASU,75,15-Jan-93,Professor,42643,Applied Design,Adjunct Instructor
ASU,41,19-Aug-19,Assistant Professor,61900,Government & Justice Studies,Assistant Professor
ASU,40,16-Aug-16,Assistant Professor,65000,Biology,Adjunct Professor
ASU,55,24-Aug-04,Professor,81311,"Languages, Literatures & Cultures",Prof/Assistant Chair
ASU,40,26-Aug-08,Professor,79311,English,Professor
ASU,57,26-Aug-08,Professor,71340,Sociology,Professor
ASU,51,24-Aug-10,Associate Professor,79518,Leadership & Edu Studies,Assoc Prof/Dir Ed Leadership
ASU,61,15-Aug-88,Professor,136039,Philosophy & Religion,Professor
ASU,68,16-Aug-99,Associate Professor,73849,Curriculum & Instruction,Associate Professor
ASU,47,24-Aug-04,Professor,74945,Mathematical Sciences,Professor
ASU,47,1-Nov-16,Associate Professor,111950,Management,Associate Professor
ASU,29,19-Aug-19,Assistant Professor,61000,Art,Assistant Professor
ASU,43,21-Aug-12,Associate Professor,93446,Computer Science,Associate Professor
ASU,36,21-Aug-12,Assistant Professor,96206,"Finance, Banking & Insurance",Assistant Professor
ASU,38,20-Aug-13,Associate Professor,67068,Communication,Assistant Professor
ASU,49,19-Aug-14,Associate Professor,68161,Sustainable Development,Associate Professor
ASU,35,16-Aug-16,Assistant Professor,62050,Reading Education & Specl Education,Assistant Professor
ASU,68,15-Aug-85,Professor,89411,School Of Music,Professor
ASU,49,1-Jul-15,Professor,100900,History,Professor
ASU,35,22-Aug-17,Assistant Professor,68000,Mathematical Sciences,Assistant Professor
ASU,37,17-Aug-15,Assistant Professor,63775,Communication,Assistant Professor
ASU,46,20-Aug-97,Professor,76665,Geography & Planning,Prof/Grad Prog Director
ASU,41,19-Aug-19,Assistant Professor,65000,Reading Education & Specl Education,Assistant Professor
ASU,56,24-Aug-10,Associate Professor,76680,Social Work,Assoc Prof/MSW Prg Director
ASU,58,15-Aug-01,Professor,77108,English,Professor
ASU,62,15-Aug-97,Associate Professor,66493,Reading Education & Specl Education,Associate Professor
ASU,42,12-Jan-15,Assistant Professor,65000,Reading Education & Specl Education,Associate Professor
ASU,52,24-Aug-10,Associate Professor,78913,Curriculum & Instruction,Associate Professor
ASU,36,8-Jan-18,Assistant Professor,87500,Computer Science,Assistant Professor
ASU,62,21-Aug-07,Associate Professor,74260,Applied Design,Associate Professor
ASU,59,15-Aug-90,Professor,80980,School Of Music,Professor
ASU,38,23-Aug-11,Associate Professor,69708,Curriculum & Instruction,Associate Professor
ASU,54,21-Aug-07,Associate Professor,117665,Management,Associate Professor
ASU,47,23-Aug-11,Associate Professor,66981,Anthropology,Assistant Professor
ASU,44,16-Aug-16,Associate Professor,67570,English,Associate Professor
ASU,60,26-Aug-08,Associate Professor,59856,Theatre & Dance,Associate Professor
ASU,58,24-Aug-10,Professor (Primary) and Department Chair/Head,96378,Applied Design,Professor
ASU,51,21-Aug-07,Associate Professor,73504,Art,Associate Prof/Assistant Chair
ASU,41,21-Aug-18,Assistant Professor,64000,Reading Education & Specl Education,Assistant Professor
ASU,45,24-Aug-04,Associate Professor,81137,Chemistry & Fermentation Sciences,Associate Professor
ASU,40,22-Aug-17,Assistant Professor,65000,Human Dev & Psych Counsel,Assistant Professor
ASU,46,23-Aug-11,Associate Professor,69273,Curriculum & Instruction,Associate Professor
ASU,53,23-Aug-05,Professor,76500,Recreation Mgmt and Phys Ed (RMPE),Professor
ASU,54,15-Aug-00,Professor (Primary) and Department Chair/Head,115916,Sustainable Technlgy & Built Envirn,Professor/Chairperson
